# Pathway	SRR22212915	SRR22212916	SRR22212917	SRR22212919	SRR22212920	SRR22212921	SRR22212922	SRR22212927	SRR22212929	SRR22212932	SRR22212934	SRR22212935	SRR22212936	SRR22212938	SRR22212939	SRR22212940	SRR22212941	SRR22212944	SRR22212945	SRR22212946	SRR22212947	SRR22212950	SRR22212951	SRR22212953	SRR22212954	SRR22212957	SRR22212958	SRR22212960	SRR22212967	SRR22212971	SRR22212972	SRR22212973	SRR22212974	SRR22212977	SRR22212978	SRR22212981	SRR22212982	SRR22212984	SRR22212985	SRR22212987	SRR22212988	SRR22212990	SRR22212993	SRR22212994	SRR22212996	SRR22212997	SRR22213000	SRR22213002	SRR22213003	SRR22213004	SRR22213005	SRR22213008	SRR22213011	SRR22213015	SRR22213018	SRR22213019	SRR22213021	SRR22213022	SRR22213025	SRR22213030	SRR22213032	SRR22213034	SRR22213035	SRR22213037	SRR22213038	SRR22213040	SRR22213043	SRR22213044	SRR22213046	SRR22213049	SRR22213051	SRR22213053	SRR22213054	SRR22213055	SRR22213059	SRR22213065	SRR22213066	SRR22213068	SRR22213073	SRR22213074	SRR22213075	SRR22213078	SRR22213079	SRR22213080	SRR22213082	SRR22213083	SRR22213084	SRR22213085	SRR22213087	SRR22213088	SRR22213090	SRR22213091	SRR22213093	SRR22213094	SRR22213096	SRR22213098	SRR22213099	SRR22213101	SRR22213103	SRR22213104	SRR22213105	SRR22213107	SRR22213108	SRR22213109	SRR22213110	SRR22213114	SRR22213116	SRR22213117	SRR22213119	SRR22213122	SRR22213123	SRR22213124	SRR22213125	SRR22213126	SRR22213129	SRR22213131
PWY-3801: sucrose degradation II (sucrose synthase)	0	7.41858	0	94.9708	23.4544	0	177.264	0	0	14.9214	0	11.3427	21.9265	0	0	0	0	0	0	0	20.5277	0	0	0	0	0	0	0	0	0	0	0	0	0	26.9221	0	0	0	0	0	0	0	0	0	50.4996	0	0	27.413	0	16.5531	0	0	0	0	58.6702	0	0	25.8405	161.197	0	115.794	120.168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.8984	0	0	24.561	0	0	0	189.797	0	0	0	0	0	23.1427	109.184	146.031	67.7426	0	0	0	0	0	0	0	0	0	0	0	37.7818	0	182.833	0
PWY-3841: folate transformations II (plants)	451.148	234.405	673.609	216.017	374.517	404.81	339.383	486.285	228.12	276.353	602.93	282.746	540.66	377.045	193.637	664.636	348.99	220.334	164.437	693.408	293.826	612.21	372.784	214.721	277.384	623.348	269.465	440.743	325.302	197.89	447.899	493.287	186.821	578.791	207.353	721.803	389.395	239.966	224.814	430.97	477.611	408.833	240.51	208.201	456.647	366.384	340.783	709.77	282.78	359.855	418.362	310.643	547.211	255.334	532.35	664.344	254.592	509.887	303.754	497.569	240.568	322.275	371.449	461.14	501.925	129.332	614.767	462.521	717.034	278.266	418.214	411.973	426.077	559.051	464.069	518.446	535.846	528.074	569.768	596.495	601.956	519.998	396.502	554.215	735.34	465.855	603.999	402.785	185.434	459.607	246.099	220.523	455.416	463.393	459.763	383.822	428.084	263.371	240.577	281.139	261.412	286.925	453.572	608.06	508.577	411.72	174.966	507.522	236.434	289.32	313.835	316.704	254.37	549.129	198.766	613.553
PWY-4041: &gamma;-glutamyl cycle	478.56	387.239	717.62	299.469	404.074	500.725	292.623	390.168	451.446	465.774	579.368	386.829	520.758	138.531	326.633	486.111	337.526	331.046	290.683	200.058	402.374	245.292	91.5683	485.775	494.178	0	492.976	170.85	379.797	392.01	108.272	217.138	314.359	557.614	301.83	580.422	278.271	381.155	324.162	119.334	435.048	157.947	454.859	418.705	433.534	264.924	296.503	449.409	0	298.881	102.743	451.622	0	314.306	23.9506	68.3867	290.659	0	292.664	184.547	302.271	279.868	130.918	428.881	0	663.097	265.807	101.372	777.992	523.72	488.434	86.7592	398.07	51.7608	641.061	387.122	67.5805	405.543	0	333.917	49.7443	10.8996	60.7911	568.585	243.891	168.346	443.438	444.758	447.077	219.707	399.095	281.355	0	94.4702	261.851	667.754	147.981	301.3	295.481	273.368	368.552	344.295	313.748	559.211	370.454	212.297	249.363	0	444.426	382.222	510.722	485.296	402.127	548.722	450.913	494.136
PWY-4361: S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.59825	0	0	0	0	0	0	0	0	1.31769	0	0	0.726909	0	0	0	0	0	0	0	0	0	0	0	0	0	26.7926	0	1.10925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-4984: urea cycle	0	0	0	0	34.3847	0	0	0	0	0	0	0	56.7039	306.453	0	0	29.8412	0	0	541.091	0	0	76.4295	0	0	0	0	58.7165	0	0	58.5939	0	0	0	0	0	208.318	0	0	44.1011	0	59.7605	0	0	0	0	0	4.956	0	4.38706	241.357	0	0	0	34.1602	109.168	0	49.594	0	46.4459	0	8.54346	180.705	0	0	0	0	213.108	19.9937	0	59.0868	3.82604	0	176.705	0	0	247.153	110.389	0	0	57.1426	15.702	186.72	0	29.7168	27.4037	60.0328	89.4023	0	0	0	0	0	229.683	57.8119	0	141.006	149.589	70.6161	0	0	2.61202	2.36853	0	16.5672	49.1655	0	68.0897	35.9897	0	0	0	44.7024	0	0	5.05907
PWY-5004: superpathway of L-citrulline metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.71998	0	0	0	0	0	0	0	0	0	0	0	0.548309	0	0	0	0	0	0	0	0	13.5421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5005: biotin biosynthesis II	30.9436	5.36298	0	0	22.5827	8.0167	0	32.585	39.8603	0	41.5581	0	43.5698	11.4428	0	32.4372	4.98955	9.69047	0	0	10.656	407.76	18.1714	0	0	14.369	0	54.8231	0	0	20.435	0	0	29.8266	53.352	195.311	38.3008	3.02412	0	8.08517	58.0289	0	0	0	52.6358	0	44.1285	163.739	259.863	8.38749	18.8793	6.04999	768.963	0	17.9635	26.2423	0	53.1326	0	27.6725	0	0	11.2293	0	135.49	0	181.671	4.97981	0	0	0	18.3074	12.6839	10.7744	0	10.8199	31.7291	38.1594	883.333	220.436	42.3623	586.387	0	7.53171	310.386	12.0841	21.1758	6.8234	0	152.735	0	12.1345	0	142.225	0	0	17.395	54.1425	92.5199	0	0	28.161	77.8772	29.2679	0	21.7384	0	588.383	0	0	0	0	22.3117	0	0	59.3146
PWY-5022: 4-aminobutanoate degradation V	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.0456	0	0	6.7548	0	0	42.9023	0	0	0	0	1.97124	0	0	40.0876	0	0	0	0	0	0	0	0	27.1041	0	15.1415	0	0	0	0	0	0	0	0	13.5439	0	0	0	0	62.4506	0	96.3046	0	60.0108	0	0	17.8569	0	40.2663	0	0	30.3784	0	0	0	0	0	13.4404	0	0	22.8555	0	34.7303	0	52.2857	0	23.7318	0	153.843	23.8097	10.6946	0	0	0	0	0	0	26.3177	50.5087	0	3.91781	0	0	0	0	0	13.6698	0	32.5133	61.1622	0	0	0	0	0	0	0	0	0	0
PWY-5028: L-histidine degradation II	0	0	0	23.2921	15.3941	0	0	0	2.25791	0	0	0	12.6687	0	0	0	0	0	0	0	0	0	0	0	0	0	3.03192	0	234.119	0	0	0	0	0	0	0	0.753807	0	0	0	0	0	0	0	0	266.631	0	0	0	0	0	0	0	0	12.7698	0	24.6702	0	0	0	0	0	0	5.83968	0	0	0	0	0	0	0	0	0	0	0	0	0	8.13299	0	0	0.501825	20.6721	0	0	0	0	3.86812	6.99583	0	0	0	0	452.507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.9311	32.6576
PWY-5030: L-histidine degradation III	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.68135	0	0	405.554	0	0	164.66	0	0	0	0	0.556749	0	0	0	0	0	0	0	0	147.222	0	0	0	0	18.3198	0	0	0	0	3.37551	0	0	183.199	173.769	0	0	0	0	2.08681	0	0	0	0	0	0	190.295	13.5114	0	0	0	170.096	0	0	17.6255	181.136	47.6569	219.499	0	15.712	277.327	0	0	0	0	0	174.663	0	27.9632	238.112	138.65	0	0	0	0	0	0	211.471	0	0	127.637	0	0	0	0	0	24.1402	0	0	76.8198	0	0	0	0	0	0	0	0	0	40.2581
PWY-5055: nicotinate degradation III	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8331	0	0	0	0	1.37011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5088: L-glutamate degradation VIII (to propanoate)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02035	3.55048	0	1.58176	0	0	0	0	0	0	9.99639	0	0	0	0.432535	0	0	0	0	3.59653	0	0	0	0	0	0	2.73057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5097: L-lysine biosynthesis VI	435.059	357.863	580.558	305.528	373.252	418.15	305.155	453.778	329.069	298.777	617.24	317.102	558.835	369.78	244.931	574.264	402.282	267.794	211.783	698.905	313.456	368.427	344.555	316.543	311.872	409.406	282.398	397.298	411.898	250.476	418.496	385.117	316.433	520.503	261.739	588.386	366.925	318.399	250.907	397.839	434.047	465.886	306.184	252.858	438.601	285.47	377.434	551.214	0	295.665	411.313	344.606	0	281.626	481.295	753.583	311.58	391.233	258.633	586.249	271.026	265.288	324.517	442.698	462.611	969.535	518.955	469.521	634.878	300.527	391.936	393.371	316.214	471.783	801.379	671.564	459.892	502.64	0	466.036	571.068	125.625	333.073	575.725	544.137	421.827	728.607	403.163	264.471	537.934	353.916	264.598	534.111	386.34	518.881	446.983	430.748	348.602	445.26	321.492	298.414	310.651	524.375	553.855	483.556	443.783	225.398	0	301.535	412.406	403.747	402.498	302.799	502.667	298.79	484.06
PWY-5100: pyruvate fermentation to acetate and lactate II	445.068	198.795	658.211	200.361	375.068	404.652	305.12	431.381	147.26	192.591	665.268	202.635	541.401	194.77	163.123	643.355	181.473	142.143	136.089	228.805	238.55	957.937	159.159	148.465	153.999	481.116	243.011	294.209	16.2576	175.524	359.137	373.845	0	547.445	177.422	460.224	213.729	200.047	176.957	352.191	518.047	312.835	136.76	66.4364	460.87	295.609	202.985	476.301	470.883	145.225	181.534	257.532	1391.43	154.209	499.19	227.893	138.401	486.095	87.7611	181.807	48.7616	48.7167	223.383	397.173	472.088	659.849	328.189	265.051	666.674	263.493	383.833	191.371	186.433	248.319	857.307	572.533	242.149	503.69	1237.88	368.044	393.586	984.427	144.903	530.416	1070.46	152.656	586.849	433.82	140.91	579.034	243.539	114.32	0	210.559	333.788	360.213	276.449	284.463	270.377	295.506	23.2388	205.594	388.863	530.007	500.842	296.521	168.871	1241.46	211.83	271.349	0	0	204.885	452.026	240.376	610.795
PWY-5103: L-isoleucine biosynthesis III	602.344	326.319	797.207	369.403	517.108	554.683	394.853	483.607	501.051	751.407	718.928	595.467	737.826	407.848	524.017	673.448	548.77	431.411	346.514	373.543	435.774	583.97	342.208	529.376	506.207	33.7144	574.125	366.939	466.581	520.278	448.814	255.679	268.606	668.068	398.414	870.023	400.526	534.805	419.594	432.165	658.375	415.942	418.574	333.52	533.768	399.18	486.273	799.588	435.232	341.839	333.173	475.329	1204.18	465.638	652.575	790.548	362.968	153.597	337.023	734.259	307.403	320.384	318.347	562.646	373.839	844.892	684.622	348.739	667.015	770.775	544.956	450.071	532.95	459.139	750.81	826.083	369.671	614.593	1090.96	713.879	387.525	1046.49	234.359	599.827	1119.86	404.967	688.823	545.872	549.439	545.494	346.033	309.464	670.752	329.225	717.131	768.925	392.402	332.342	527.435	324.446	336.42	458.17	643.287	715.58	513.699	492.452	399.634	1142.61	533.194	639.471	596.621	623.024	446.88	567.674	386.739	643.353
PWY-5104: L-isoleucine biosynthesis IV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.68198	0	0	7.39594	0	0	7.64018	0	0	0	0	5.45958	0	0	6.50454	0	0	0	0	0	94.1452	0	0	7.49817	0	15.9011	0	0	0	0	0	0	0	74.9138	5.86196	0	0	0	0	34.4073	0	0	0	0	0	0	15.365	0	0	0	0	8.23167	0	0	50.1451	5.04414	0	0.712999	0	0	22.2682	0	0	0	5.02498	0	27.6581	0	0	4.06029	4.41593	0	0	0	0	0	0	31.8589	0	0	1.39908	0	0	0	0	0	12.3982	0	0	49.4238	0	0	0	0	0	0	0	0	0	0
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	87.4872	123.348	0	98.787	41.1438	0	200.229	225.981	117.907	160.958	0	151.583	153.361	69.1427	91.3594	0	161.499	91.6384	82.4292	81.1571	148.146	181.293	16.4738	110.753	46.091	0	125.632	144.332	0	65.1502	6.00872	152.474	0	97.2506	48.6201	262.873	261.453	154.913	59.4909	8.87712	0	13.9777	138.878	131.36	30.2979	0	188.059	247.187	0	264.839	214.487	159.302	0	90.4602	239.196	26.4	81.8955	0	53.3174	71.26	50.2377	37.7112	234.844	144.23	0	0	282.147	277.608	60.9815	152.254	115.581	122.293	150.757	257.47	145.797	0	328.299	244.596	0	344.932	11.9686	33.3044	244.887	186.099	193.332	230.245	84.426	30.2639	119.305	198.159	183.72	104.375	0	346.659	91.4982	0	196.207	125.597	171.307	169.915	14.1799	158.131	148.755	103.4	177.64	47.7845	0	0	130.288	41.8667	0	0	139.949	0	0	154.413
PWY-5130: 2-oxobutanoate degradation I	13.3113	0	0	0	0	0	0	0	16.0779	0	0	0	0	12.1399	0	0	4.82894	11.9737	0	0.750294	0	5.36548	0	0	0	0	0	37.0466	0	0	0	0	0	0	0	157.589	37.4128	4.36358	0	5.39059	63.4973	1.40171	15.9303	0	59.363	0	82.4572	202.432	0	20.3321	28.7006	0	0	0	0	15.8131	0	0	0	0	0	0	7.1248	0	0	0	322.97	4.56952	0	0	43.574	2.73632	0	4.85557	0	25.5784	39.337	0	0	273.208	18.3671	0	0	0	32.2009	0	0	0	0	0	0	6.34114	0	30.3541	0	0	14.7016	29.5704	61.6647	0	0	0	83.5965	57.4566	0	3.34636	0	0	0	0	0	0	0	0	0	54.0743
PWY-5136: fatty acid &beta;-oxidation II (plant peroxisome)	151.481	336.749	0	358.332	169.594	125.397	167.079	0	453.455	596.271	0	490.936	0	158.695	248.533	0	321.872	199.433	209.647	27.2736	375.401	0	111.671	491.093	481.763	0	514.847	262.533	517.709	239.863	44.4596	0	416.634	22.7703	266.054	0	96.8327	231.162	276.965	41.4256	110.909	91.6319	385.978	374.883	150.45	527.347	113.72	0	0	165.85	62.5877	587.702	0	315.279	18.6633	96.6976	273.224	0	394.414	265.594	427.543	428.393	39.9805	33.9424	0	0	0	33.0032	0	304.64	226.865	14.126	369.76	24.5399	41.5394	0	41.6367	0	0	139.071	33.761	0	80.7083	9.94346	0	31.9659	9.09751	125.954	330.826	0	384.571	405.228	1140.74	40.3964	194.235	503.049	18.8331	241.825	306.38	184.331	474.943	133.802	174.164	69.1453	4.78928	170.722	324.09	0	534.453	302.562	738.785	693.69	444.883	0	291.665	4.15685
PWY-5138: fatty acid &beta;-oxidation IV (unsaturated, even number)	66.3908	289.407	0	269.71	114.653	104.093	134.59	0	150.511	166.372	0	148.099	0	45.5297	118.457	0	174.248	92.7526	95.2589	7.46684	76.2794	0	28.5102	168.621	175.369	0	224.72	168.871	521.508	112.669	9.0433	0	371.958	20.69	126.09	0	52.7428	114.801	136.515	17.3347	76.6619	24.6529	305.498	265.808	103.349	465.05	66.7377	0	0	10.3108	5.17086	141.254	0	142.803	29.0319	33.1013	282.798	0	271.818	42.8768	336.317	350.8	8.47548	34.0448	0	0	0	10.2279	0	136.7	110.695	4.58432	121.536	0.655082	0	0	8.54184	0	0	30.1621	16.6005	0	23.2311	8.19967	0	0.677831	4.0014	74.0868	149.89	0	329.746	283.173	830.17	20.0237	47.5571	388.284	2.05863	183.221	202.887	180.853	415.9	68.9582	43.5339	35.6807	0	58.9854	293.22	0	205.556	243.651	634.049	586.224	159.122	0	159.394	0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	125.267	298.291	106.163	243.612	231.747	157.212	240.497	96.9573	335.357	406.55	241.451	388.867	40.2244	265.112	204.451	157.26	370.037	210.823	130.932	642.88	220.361	478.164	247.74	290.313	304.78	20.0489	331.688	331.972	318.407	220.591	250.306	0	282.043	157.273	226.908	0	222.388	336.517	179.996	250.791	171.7	68.2583	228.767	187.386	188.168	286.553	240.764	41.1212	342.876	245.26	292.061	345.434	708.971	220.203	34.5059	94.6094	253.166	96.1076	258.871	212.956	317.304	301.882	223.225	75.299	187.943	20.8341	0	260.811	0	350.385	447.049	289.356	281.383	325.024	140.094	97.7518	337.771	21.0224	670.871	179.755	315.155	690.895	267.612	30.7051	789.611	308.801	235.005	195.713	313.007	368.368	274.586	258.691	0	262.878	233.789	277.754	235.706	288.978	350.741	204.14	326.522	283.278	199.497	120.528	0	243.593	257.25	633.477	307.254	225.786	373.764	375.047	283.959	5.98204	284.094	85.7473
PWY-5180: toluene degradation I (aerobic) (via o-cresol)	36.9915	124.087	0	0	0	0	0	0	0	0	0	101.49	0	0	0	0	0	118.778	79.3815	0	134.744	0	0	0	0	0	0	0	0	129.125	0	0	0	0	124.196	0	6.28449	16.4401	0	6.2612	0	0	0	154.583	33.8344	0	12.701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.6188	1.90684	0	0	0	0	0	0	24.3314	0	0	0	0	0	0	60.0932	0	0	124.542	106.348	0	0	0	93.3957	0	0	0	0	0	0	0	0	0	19.5767	0	0	0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	105.608	150.461	22.8319	213.217	149.808	69.971	122.81	100.252	270.263	367.653	61.4222	274.397	70.3174	135.715	271.956	47.2086	333.797	219.017	179.925	94.5605	172.908	564.958	134.585	271.232	276.159	22.5005	314.593	214.417	287.643	303.277	118.182	0	237.474	43.453	288.523	458.799	128.112	247.235	268.646	76.2188	126.344	143.102	255.177	203.094	112.582	151.182	195.934	224.125	306.775	92.6254	83.5032	248.135	880.05	296.952	322.449	570.11	173.327	108.794	222.005	432.424	246.683	277.381	57.1648	25.4953	198.821	0	440.542	146.753	0	465.302	208.292	83.634	221.99	103.478	0	19.9114	164.801	86.5308	843.732	308.634	156.952	768.593	110.178	15.0357	462.561	133.244	132.011	75.0909	291.43	206.868	147.76	253.472	444.619	188.598	269.017	319.407	109.824	172.808	267.573	125.391	245.585	171.892	218.01	99.2201	20.4386	205.583	168.334	797.173	312.861	157.548	330.316	329.937	258.889	0	164.044	128.696
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	56.542	0	0	187.747	109.541	54.5516	111.305	32.1821	182.432	289.745	0	245.906	0	61.8897	246.953	34.3588	208.615	200.468	164.283	2.84119	143.85	477.963	27.0928	192.249	201.752	0	243.298	41.8563	164.385	284.847	8.37053	0	224.728	25.5202	203.72	0	54.9397	176.139	212.836	10.6362	89.8654	9.10906	230.831	193.811	72.475	155.248	88.3819	13.4167	241.49	61.6173	9.34527	196.779	681.575	292.119	47.8901	41.2449	149.078	52.5508	215.7	97.9629	247.023	282.633	10.7394	7.76095	160.294	0	0	6.10888	0	384.632	120.392	8.737	145.693	2.12903	0	0	9.01079	10.012	726.858	88.658	34.6435	632.095	16.419	10.5995	277.895	6.55431	1.18853	43.8183	205.506	126.038	0	237.256	0	23.3795	110.143	231.996	0.624187	32.5851	127.181	107.035	216.284	120.167	100	45.1478	8.44701	65.7613	160.596	581.276	227.624	86.1205	0	0	160.544	0	61.6087	115.332
PWY-5265: peptidoglycan biosynthesis II (staphylococci)	0	0	35.453	67.4068	148.081	0	212.005	276.223	0	0	48.7616	0	350.216	0	0	189.472	39.2452	0	93.9933	18.965	151.773	755.599	7.24821	0	0	36.8409	0	0	0	0	16.3319	0	0	125.396	185.488	387.298	11.8672	50.3082	0	2.01523	0	35.0361	0	80.9312	0	0	143.158	210.432	0	27.9226	0	53.8339	0	32.9468	381.378	117.928	36.7067	353.159	0	0	0	53.7378	0	196.964	367.345	70.0665	59.7305	13.581	58.9412	0	159.047	0	0	0	296.947	174.334	9.70287	353.255	241.649	69.4001	54.5561	555.874	8.86156	194.844	436.028	36.6208	32.4927	0	0	324.534	0	122.645	0	9.77754	0	0	2.75328	86.4544	162.376	218.106	0	208.32	30.4812	0	195.33	20.9527	0	193.468	0	55.1887	0	0	131.229	0	0	176.96
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	89.4289	148.572	33.3643	155.825	205.229	122.291	205.622	103.69	180.33	124.181	168.303	245.09	47.55	126.249	39.9181	127.028	204.992	216.938	0	47.9114	213.226	355.105	141.136	61.5704	0	0	114.065	234.706	24.3384	17.6802	51.1364	0	0	98.8572	168.914	0	107.984	210.365	23.8939	64.7044	154.053	64.18	219.366	38.2152	149.787	0	160.927	68.3184	276.355	264.639	25.7516	288.684	0	15.1546	146.598	123.529	209.859	86.2049	29.6969	265.086	70.5096	49.8844	77.1181	104.653	261.219	0	291.13	33.0137	0	0	270.913	42.0146	261.114	82.619	0	0	90.4568	19.7928	270.58	61.4249	93.1812	518.582	107.416	0	606.306	25.4775	24.653	191.81	0	329.511	256.111	22.3083	0	121.668	253.968	0	27.374	203.356	138.565	180.801	78.1691	154.651	188.539	70.592	0	220.929	0	444.538	61.76	271.655	5.46797	0	180.664	0	129.249	38.4524
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	190.073	366.723	0	377.356	220.755	210.637	258.428	0	410.461	414.047	0	483.12	20.59	148.211	291.551	0	402.951	347.577	155.643	22.737	302.633	71.7082	101.31	420.86	428.728	0	460.808	224.517	20.64	336.695	28.6184	0	360.384	50.4182	274.862	0	181.054	401.192	214.833	16.781	179.972	35.8775	348.928	278.308	214.844	453.386	262.281	70.4977	0	161.781	13.6436	361.095	0	410.051	47.875	66.631	381.473	0	325.759	176.359	331.437	354.119	33.2701	187.969	137.778	0	26.4327	15.7463	0	586.452	454.545	25.4795	341.76	30.0461	0	0	35.2752	0	110.035	144.97	18.2015	290.62	59.4232	29.3763	320.264	4.37242	8.38863	511.143	410.893	0	337.585	333.601	0	75.5253	161.446	577.333	5.74962	397.116	408.114	275.88	349.796	292.326	238.519	165.544	55.363	207.683	272.967	0	495.898	489.226	474.912	463.026	518.422	0	387.565	72.1519
PWY-5367: petroselinate biosynthesis	16.7367	0	0	20.8518	0	0	95.9166	264.925	91.7417	151.628	0	119.255	0	12.732	123.736	0	102.338	347.001	269.903	1.7209	269.215	0	11.9409	83.1742	108.877	808.041	125.567	18.3142	0	105.064	3.88694	418.005	0	50.913	370.287	151.075	32.4811	114.83	315.112	1.89905	0	4.58233	235.096	202.514	0	0	103.517	0	0	82.2391	1.78746	321.223	0	318.052	244.624	24.277	21.4269	629.815	165.98	58.9808	48.8445	0	4.71676	42.7987	505.53	0	20.4791	1.60271	0	145.649	436.509	27.9452	290.776	2.46497	0	8.26633	4.82052	77.6192	0	372.162	3.05821	0	5.63187	70.5788	0	0.797032	0	0	142.65	241.705	0	74.2547	0	5.82892	48.0538	0	15.5641	12.9681	28.2951	180.45	0	229.248	54.8008	31.5757	101.53	32.1442	0	0	117.064	94.3779	0	0	134.341	0	0	0
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	429.418	265.215	731.791	243.165	354.454	403.199	308.849	406.041	229.142	604.614	653.09	481.725	580.453	124.111	202.492	625.571	221.675	248.608	201.66	208.56	352.01	455.009	87.0479	236.292	217.161	399.14	298.209	259.774	241.879	175.069	101.261	454.316	261.483	607.483	202.796	497.988	214.252	327.188	179.058	102.243	465.909	260.765	169.202	52.6718	428.341	556.685	285.374	501.289	330.925	186.572	123.864	391.574	803.214	274.176	261.36	66.0588	200.013	586	278.019	184.046	290.112	273.071	131.393	453.096	606.662	928.241	128.528	294.124	686.789	51.3454	308.275	189.488	278.388	87.5784	560.707	904.056	261.958	522.808	835.331	366.128	143.089	788.473	156.961	563.247	535.439	209.434	443.331	437.716	349.35	334.954	275.315	275.267	0	250.227	292.625	361.463	191.671	403.313	362.863	298.993	306.641	326.397	373.343	568.335	513.58	162.697	260.172	792.615	285.06	408.127	358.063	346.186	257.721	620.075	485.176	523.185
PWY-5392: reductive TCA cycle II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.1229	0	0	2.4685	10.1706	0	0	0	0	0	0	4.14082	0	0	2.22689	0	0	0	26.0654	0	0	0	0	0	0	3.81157	0	0	0	0	0	0	0	5.16155	2.26035	0	0	0	0	0	0	0	0	0	0	56.567	4.47888	0	0	0	0	0	0	0	0	0	0	0	14.403	0	0	9.82151	0	0	43.9575	0	0	0	0	0	0.712157	0	0	0	0	0	0	0	0	0	1.65046	0	5.57196	0	0	0	0	0	0	0	0	0	0	0	0	0	7.30643	0	0	0
PWY-5415: catechol degradation I (meta-cleavage pathway)	23.3837	9.54781	0	0	0	0	0	0	0	0	0	5.90779	0	0	0	0	0	9.61913	35.7091	0	70.0392	0	0	0	0	0	0	0	0	8.29143	0	0	0	0	29.9442	0	1.98792	13.8443	0	1.55366	0	0	0	39.0891	13.8181	0	7.4717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.7981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.4912	0.852197	0	0	0	0	0	0	7.10436	0	0	0	0	0	0	6.29897	0	0.970786	26.2929	51.7577	0	0	0	5.77656	0	0	0	0	0	0	0	0	0	13.9497	0	0	0
PWY-5417: catechol degradation III (ortho-cleavage pathway)	0	108.432	0	0	0	0	92.3122	0	0	0	0	3.0106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.5508	0	0	0	0	0	0	0	0	1.41341	0	0	1.11195	44.8979	0	0	0	0	0	0	0	0	0	0	0	0	29.091	0	1.38902	0	0	127.448	0	203.334	245.848	0	16.0064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.0126	0	0	129.134	220.044	0	0	0	0	0	102.101	132.766	58.2673	231.029	0	0	0	0	0	253.629	0	16.241	0	0	0	21.1066	0	156.522	0
PWY-5431: aromatic compounds degradation via &beta;-ketoadipate	0	108.432	0	0	0	0	92.3122	0	0	0	0	3.0106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.5508	0	0	0	0	0	0	0	0	1.41341	0	0	1.11195	44.8979	0	0	0	0	0	0	0	0	0	0	0	0	29.091	0	1.38902	0	0	127.448	0	203.334	245.848	0	16.0064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.0126	0	0	129.134	220.044	0	0	0	0	0	102.101	132.766	58.2673	231.029	0	0	0	0	0	253.629	0	16.241	0	0	0	21.1066	0	156.522	0
